Log file open, 12/11/22 19:17:23
[2022.12.12-01.17.24:127][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2022.12.12-01.17.24:128][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: Bindless resources are supported
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2022.12.12-01.17.24:186][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2022.12.12-01.17.24:221][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2022.12.12-01.17.24:221][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2022.12.12-01.17.24:221][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2022.12.12-01.17.24:241][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2022.12.12-01.17.24:241][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2022.12.12-01.17.24:241][  0]LogRHI: Texture pool is 6471 MB (70% of 9245 MB)
[2022.12.12-01.17.24:241][  0]LogD3D12RHI: Async texture creation enabled
[2022.12.12-01.17.24:241][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2022.12.12-01.17.24:258][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Deathmatch-Bots.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/TurnkeyReport_0.log" -log="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/TurnkeyLog_0.log" -project="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Deathmatch-Bots.uproject"  -platform=all'
[2022.12.12-01.17.24:258][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""L:/EpicGamesStore/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Deathmatch-Bots.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/TurnkeyReport_0.log" -log="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/TurnkeyLog_0.log" -project="S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Deathmatch-Bots.uproject"  -platform=all" ]
[2022.12.12-01.17.24:276][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2022.12.12-01.17.24:276][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2022.12.12-01.17.24:276][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2022.12.12-01.17.24:276][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2022.12.12-01.17.24:276][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2022.12.12-01.17.24:276][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2022.12.12-01.17.24:276][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2022.12.12-01.17.24:277][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2022.12.12-01.17.24:277][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2022.12.12-01.17.24:277][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2022.12.12-01.17.24:278][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2022.12.12-01.17.24:282][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.12-01.17.24:304][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.12-01.17.24:304][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.12-01.17.24:306][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.12-01.17.24:306][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.12-01.17.24:308][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.12-01.17.24:308][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.12-01.17.24:308][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.12-01.17.24:308][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.12-01.17.24:310][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.12-01.17.24:310][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.12-01.17.24:310][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.12-01.17.24:312][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.12-01.17.24:312][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.12-01.17.24:316][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.12-01.17.24:316][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.12-01.17.24:316][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.12-01.17.24:316][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.12-01.17.24:316][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.12-01.17.24:317][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.12-01.17.24:318][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.12-01.17.24:318][  0]LogTargetPlatformManager:   ADPCM
[2022.12.12-01.17.24:318][  0]LogTargetPlatformManager:   PCM
[2022.12.12-01.17.24:320][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.12-01.17.24:320][  0]LogTargetPlatformManager:   BINKA
[2022.12.12-01.17.24:323][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.12-01.17.24:323][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.12-01.17.24:323][  0]LogTargetPlatformManager:   OGG
[2022.12.12-01.17.24:325][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.12-01.17.24:325][  0]LogTargetPlatformManager:   OPUS
[2022.12.12-01.17.24:354][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.12-01.17.24:359][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.12-01.17.24:363][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.12-01.17.24:363][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.12-01.17.24:365][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file S:/GIT/Deathmatch-Bots/Deathmatch-Bots/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.12-01.17.24:365][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.12-01.17.24:365][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file S:/GIT/Deathmatch-Bots/Deathmatch-Bots/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.12-01.17.24:365][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.12-01.17.24:382][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.12-01.17.24:382][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.12-01.17.24:382][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.12-01.17.24:387][  0]LogDerivedDataCache: Speed tests for C:/Users/death/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.00 seconds
[2022.12.12-01.17.24:387][  0]LogDerivedDataCache: Display: Performance to C:/Users/death/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=1363.18MBs, RandomWriteSpeed=241.53MBs. Assigned SpeedClass 'Local'
[2022.12.12-01.17.24:388][  0]LogDerivedDataCache: Using Local data cache path C:/Users/death/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2022.12.12-01.17.24:388][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2022.12.12-01.17.24:388][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2022.12.12-01.17.24:388][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2022.12.12-01.17.24:388][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2022.12.12-01.17.24:388][  0]LogShaderCompilers: Guid format shader working directory is 7 characters bigger than the processId version (S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/Shaders/WorkingDirectory/98408/).
[2022.12.12-01.17.24:388][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/death/AppData/Local/Temp/UnrealShaderWorkingDir/60D2AAB24EB3EAC88F7AE6B8E34A25EF/'.
[2022.12.12-01.17.24:388][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2022.12.12-01.17.24:388][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 10 workers.
[2022.12.12-01.17.24:949][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2022.12.12-01.17.25:210][  0]LogShaderCompilers: Display: Compiling shader autogen file: S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.12-01.17.25:211][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.12-01.17.25:211][  0]LogShaderCompilers: Display: Shader autogen file written: S:/GIT/Deathmatch-Bots/Deathmatch-Bots/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: ---
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: ---
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2022.12.12-01.17.25:587][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2022.12.12-01.17.25:669][  0]LogSlate: Using FreeType 2.10.0
[2022.12.12-01.17.25:669][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2022.12.12-01.17.25:697][  0]LogAssetRegistry: FAssetRegistry took 0.0088 seconds to start up
[2022.12.12-01.17.25:702][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2022.12.12-01.17.25:902][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2022.12.12-01.17.26:185][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: Available device profiles:
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C0E00][000007A88563D800 52] GlobalDefaults, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3800][000007A886460000 52] Windows, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3A00][000007A886462800 52] WindowsEditor, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C1600][000007A871B80000 52] WindowsServer, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3400][000007A88838C800 52] WindowsClient, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C1A00][000007A8856E2800 52] IOS, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C1000][000007A886465000 52] iPadAir2, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C4200][000007A892970000 52] IPadPro, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C4400][000007A892972800 52] iPadAir3, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C1400][000007A892977800 52] iPadAir4, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3000][000007A89297A000 52] iPadAir5, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C1800][000007A89297C800 52] iPadMini4, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C4000][000007A8856E7800 52] iPadMini5, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3E00][000007A892975000 52] iPadMini6, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C6000][000007A892965000 52] iPhone6S, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C6200][000007A892962800 52] iPhone7, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C6400][000007A892960000 52] iPodTouch7, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C4C00][000007A89296A000 52] iPhone6SPlus, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C2800][000007A89296C800 52] iPhone7Plus, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C2400][000007A888EDC800 52] iPhoneSE, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C3200][000007A892980000 52] iPhone8, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C2A00][000007A892985000 52] iPhone8Plus, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C5600][000007A892987800 52] iPhoneX, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C2600][000007A89298A000 52] iPhoneXS, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C6C00][000007A89298C800 52] iPhoneXSMax, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C2200][000007A892967800 52] iPhoneXR, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C5200][000007A892990000 52] iPhone11, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C4800][000007A892995000 52] iPhone11Pro, 
[2022.12.12-01.17.26:185][  0]LogDeviceProfileManager: 	[000007A8925C5A00][000007A892997800 52] iPhone11ProMax, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C2C00][000007A89299A000 52] iPhoneSE2, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C5800][000007A89299C800 52] iPhone12Mini, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C4E00][000007A892982800 52] iPhone12, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C6600][000007A8929A0000 52] iPhone12Pro, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C3C00][000007A8929A5000 52] iPhone12ProMax, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C5000][000007A8929A7800 52] iPhone13Mini, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C6A00][000007A8929AA000 52] iPhone13, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C5C00][000007A8929AC800 52] iPhone13Pro, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C4600][000007A892992800 52] iPhone13ProMax, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7000][000007A8929B0000 52] iPhoneSE3, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C2E00][000007A8929B5000 52] iPhone14, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C5E00][000007A8929B7800 52] iPhone14Plus, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C6E00][000007A8929BA000 52] iPhone14Pro, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7800][000007A8929BC800 52] iPhone14ProMax, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C6800][000007A8929A2800 52] iPadPro105, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7A00][000007A8929C0000 52] iPadPro129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7E00][000007A8929C5000 52] iPadPro97, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8000][000007A8929C7800 52] iPadPro2_129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7200][000007A8929CA000 52] iPad5, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7400][000007A8929CC800 52] iPad6, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C1E00][000007A8929B2800 52] iPad7, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8800][000007A8929E0000 52] iPad8, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C4A00][000007A8929E5000 52] iPad9, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8A00][000007A8929E7800 52] iPad10, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8E00][000007A8929EA000 52] iPadPro11, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9000][000007A8929EC800 52] iPadPro2_11, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8200][000007A8929C2800 52] iPadPro3_11, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8400][000007A8929F0000 52] iPadPro4_11, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C5400][000007A8929F5000 52] iPadPro3_129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9800][000007A8929F7800 52] iPadPro4_129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C3600][000007A8929FA000 52] iPadPro5_129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9A00][000007A8929FC800 52] iPadPro6_129, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9E00][000007A8929E2800 52] AppleTV, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CA000][000007A892A00000 52] AppleTV4K, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9200][000007A892A05000 52] AppleTV2_4K, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9400][000007A892A07800 52] TVOS, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CB800][000007A892A0C800 52] Mac, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CBA00][000007A892A0A000 52] MacEditor, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CA400][000007A8929F2800 52] MacClient, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CB400][000007A892A10000 52] MacServer, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CA600][000007A892A17800 52] Linux, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CA200][000007A892A15000 52] LinuxEditor, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CBC00][000007A892A1A000 52] LinuxArm64Editor, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C8C00][000007A892A1C800 52] LinuxArm64, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CA800][000007A892A02800 52] LinuxClient, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9C00][000007A892A20000 52] LinuxArm64Client, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CAC00][000007A892A25000 52] LinuxServer, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C7C00][000007A892A27800 52] LinuxArm64Server, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925C9600][000007A892A2A000 52] Android, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CC000][000007A892A2C800 52] Android_Preview_OpenGL, 
[2022.12.12-01.17.26:186][  0]LogDeviceProfileManager: 	[000007A8925CB200][000007A892A12800 52] Android_Preview_Vulkan, 
